SITEVISITID,SITE,OBS_YEAR,DATE_,MISSIONID,OCC_SITEID,ANALYSIS_YEAR,ANALYSIS_SCHEME,SEC_NAME,EXCLUDE_FLAG,TRANSECT_PHOTOS,Oceanography,METHOD,REGION,ISLAND,PERM_SITE,CLIMATE_STATION_YN,LATITUDE,LONGITUDE,REEF_ZONE,DEPTH_BIN,CCA,CORAL,EMA,HAL,I,MA,SC,SED,TURF,N,new.N
12901,KAH-00434,2019,5/6/2019,SE1902_MHI_LEG1,NA,2019,RAMP_BASIC,KAH_SOUTH,0,-1,0,CNET,MHI,Kahoolawe,NA,0,20.515095,-156.64689,Forereef,Shallow,1.003344482,2.341137124,1.672240803,0,0,1.337792642,0,0,93.64548495,300,299
12902,KAH-00439,2019,5/6/2019,SE1902_MHI_LEG1,NA,2019,RAMP_BASIC,KAH_SOUTH,0,-1,0,CNET,MHI,Kahoolawe,NA,0,20.514606,-156.61668,Forereef,Mid,1.730103806,3.460207612,5.53633218,0,0,3.114186851,0,1.038062284,85.12110727,300,289
12903,KAH-00424,2019,5/6/2019,SE1902_MHI_LEG1,NA,2019,RAMP_BASIC,KAH_SOUTH,0,-1,0,CNET,MHI,Kahoolawe,NA,0,20.520011,-156.710626,Forereef,Deep,0.687285223,1.374570447,3.436426117,1.030927835,0.343642612,7.216494845,0,0.343642612,85.56701031,300,291
12904,KAH-00425,2019,5/6/2019,SE1902_MHI_LEG1,NA,2019,RAMP_BASIC,KAH_SOUTH,0,-1,0,CNET,MHI,Kahoolawe,NA,0,20.513914,-156.689214,Forereef,Mid,0.680272109,1.360544218,3.401360544,0,0,1.700680272,0,3.06122449,89.79591837,300,294
12905,KAH-00450,2019,5/6/2019,SE1902_MHI_LEG1,NA,2019,RAMP_BASIC,KAH_SOUTH,0,-1,0,CNET,MHI,Kahoolawe,NA,0,20.504288,-156.657697,Forereef,Mid,0.680272109,7.142857143,4.761904762,0,0,4.421768707,0,3.401360544,79.59183673,300,294
12906,KAH-00467,2019,5/6/2019,SE1902_MHI_LEG1,NA,2019,RAMP_BASIC,KAH_SOUTH,0,-1,0,CNET,MHI,Kahoolawe,NA,0,20.510188,-156.629161,Forereef,Deep,1.718213058,8.24742268,3.780068729,0.687285223,0,0.687285223,0.343642612,5.154639175,79.3814433,300,291
12907,KAH-00479,2019,5/6/2019,SE1902_MHI_LEG1,NA,2019,RAMP_BASIC,KAH_SOUTH,0,-1,0,CNET,MHI,Kahoolawe,NA,0,20.51488,-156.604139,Forereef,Shallow,12.15277778,7.638888889,27.08333333,0,0,1.736111111,0,0,51.38888889,300,288
12912,LAN-01800,2019,7/10/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,LAN_SOUTH,0,-1,0,CNET,MHI,Lanai,NA,0,20.838688,-156.809913,Forereef,Deep,0,38.88888889,4.861111111,0,0,0.347222222,0,12.84722222,43.05555556,300,288
12913,LAN-01788,2019,7/10/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,LAN_NORTH,0,-1,0,CNET,MHI,Lanai,NA,0,20.866011,-156.833808,Forereef,Shallow,2.430555556,40.27777778,8.333333333,0,0.694444444,0,0,7.638888889,40.625,300,288
12914,LAN-01816,2019,7/10/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,LAN_SOUTH,0,-1,0,CNET,MHI,Lanai,NA,0,20.829301,-156.805223,Forereef,Mid,2.611940299,69.02985075,5.597014925,0,0,1.119402985,0,0,21.64179104,300,268
12915,LAN-01814,2019,7/10/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,LAN_SOUTH,0,-1,0,CNET,MHI,Lanai,NA,0,20.854233,-156.820285,Forereef,Mid,3.597122302,41.36690647,12.23021583,11.51079137,0,2.158273381,0,0.35971223,28.77697842,300,278
12916,LAN-01768,2019,7/10/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,LAN_NORTH,0,-1,0,CNET,MHI,Lanai,NA,0,20.869365,-156.833874,Forereef,Mid,0.740740741,56.66666667,11.48148148,1.111111111,0,2.222222222,0,0.37037037,27.40740741,300,270
12917,LAN-01829,2019,7/10/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,LAN_SOUTH,0,-1,0,CNET,MHI,Lanai,NA,0,20.861626,-156.830342,Forereef,Shallow,0.33557047,17.7852349,0,0,0,0,0,0,81.87919463,300,298
12918,LAN-02021,2019,7/10/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,LAN_SOUTH,0,-1,0,CNET,MHI,Lanai,NA,0,20.78301,-156.818085,Forereef,Mid,1.736111111,25.69444444,0.694444444,0.347222222,0,3.472222222,0,0.694444444,67.36111111,300,288
12919,LAN-02023,2019,7/10/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,LAN_SOUTH,0,-1,0,CNET,MHI,Lanai,NA,0,20.75811,-156.83883,Forereef,Mid,3.521126761,28.16901408,4.225352113,0,0,0,0,0,64.08450704,300,284
12920,LAN-02066,2019,7/10/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,LAN_SOUTH,0,-1,0,CNET,MHI,Lanai,NA,0,20.742582,-156.875757,Forereef,Mid,0.336700337,6.397306397,6.060606061,0,0.336700337,0,0,0,86.86868687,300,297
12921,LAN-02053,2019,7/10/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,LAN_SOUTH,0,-1,0,CNET,MHI,Lanai,NA,0,20.757526,-156.840838,Forereef,Shallow,3.759398496,29.69924812,3.383458647,0,0,0,0,0.37593985,62.78195489,300,266
12922,HAW-03739,2019,7/11/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.351719,-155.88944,Forereef,Mid,0.338983051,3.728813559,16.61016949,0,0,0,0,2.711864407,76.61016949,300,295
12923,HAW-03767,2019,7/11/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.262566,-155.895701,Forereef,Shallow,20.70175439,0,17.19298246,0,0,0,0,1.403508772,60.70175439,300,285
12924,HAW-03708,2019,7/11/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.188793,-155.908496,Forereef,Mid,8.680555556,21.875,17.01388889,0,0,0.694444444,0,0,51.73611111,300,288
12925,HAW-03778,2019,7/11/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.030253,-155.869178,Forereef,Shallow,9.556313993,5.460750853,11.26279863,0,0,0,0,0,73.72013652,300,293
12926,HAW-04300,2019,7/11/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.190762,-155.908649,Forereef,Deep,9.62962963,25.55555556,21.85185185,0,0,0.37037037,0,0,42.59259259,300,270
12927,HAW-04263,2019,7/11/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.162636,-155.914784,Forereef,Mid,5.574912892,9.059233449,11.49825784,0,0,1.045296167,0,13.58885017,59.23344948,300,287
12928,HAW-04277,2019,7/11/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.076322,-155.904967,Forereef,Mid,9.246575342,5.479452055,24.31506849,0.684931507,0,0.684931507,0,0,59.5890411,300,292
12929,HAW-04245,2019,7/11/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.041389,-155.882028,Forereef,Shallow,10.87719298,4.210526316,36.49122807,0,0,0.350877193,0,0,48.07017544,300,285
12930,HAW-03396,2019,7/11/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.325011,-155.890526,Forereef,Deep,4.240282686,23.32155477,10.9540636,0,0.35335689,0,0,2.473498233,58.65724382,300,283
12931,HAW-03716,2019,7/11/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.242862,-155.899904,Forereef,Mid,2.807017544,9.122807018,16.84210526,0,0,0.350877193,0,0.701754386,70.1754386,300,285
12932,HAW-03743,2019,7/11/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.133328,-155.919252,Forereef,Mid,2.508960573,11.82795699,17.56272401,0,0,0.358422939,0,0.358422939,67.38351254,300,279
12933,HAW-03417,2019,7/11/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.107665,-155.916488,Forereef,Deep,5.357142857,14.28571429,23.57142857,0.357142857,0,0,0,0,56.42857143,300,280
12934,HAW-04252,2019,7/12/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.891443,-155.90992,Forereef,Deep,3.819444444,10.76388889,3.125,0,0,0,0,19.79166667,62.5,300,288
12935,HAW-04272,2019,7/12/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.904344,-155.90619,Forereef,Mid,2.877697842,19.78417266,12.58992806,0,0,0.71942446,0,5.395683453,58.63309353,300,278
12936,HAW-04257,2019,7/12/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.920873,-155.89325,Forereef,Mid,2.877697842,21.94244604,4.316546763,0,0,0,0,8.273381295,62.58992806,300,278
12937,HAW-04285,2019,7/12/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.949277,-155.866257,Forereef,Shallow,0.680272109,5.102040816,0,0,0,0,0,2.721088435,91.49659864,300,294
12938,HAW-04253,2019,7/12/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.912586,-155.901428,Forereef,Deep,1.388888889,22.22222222,5.555555556,0,0,0.347222222,0,28.81944444,41.66666667,300,288
12939,HAW-04267,2019,7/12/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.986201,-155.835354,Forereef,Mid,45.17374517,11.1969112,16.98841699,0,0,0,0,0,26.64092664,300,259
12940,HAW-04278,2019,7/12/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,20.044184,-155.837756,Forereef,Mid,0.338983051,3.728813559,0.338983051,0,0,0.677966102,0,66.44067797,28.47457627,300,295
12941,HAW-04283,2019,7/12/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,20.056914,-155.844993,Forereef,Shallow,4.411764706,4.411764706,2.573529412,0,0,0,0,1.470588235,87.13235294,280,272
12942,HAW-03774,2019,7/12/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.893961,-155.907238,Forereef,Shallow,8.163265306,35.51020408,4.081632653,0,0,0,0,0.816326531,51.42857143,300,245
12943,HAW-03732,2019,7/12/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.924188,-155.893388,Forereef,Mid,4.577464789,31.33802817,3.169014085,0,0,0,0,0.704225352,60.21126761,300,284
12944,HAW-03757,2019,7/12/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.95025,-155.870116,Forereef,Mid,4.844290657,6.228373702,7.266435986,0,0,0,0,4.152249135,77.50865052,300,289
12945,HAW-03399,2019,7/12/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.977417,-155.841771,Forereef,Deep,3.146853147,29.02097902,2.797202797,0,0,0.699300699,0,2.447552448,61.88811189,300,286
12946,HAW-03753,2019,7/12/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,20.025732,-155.831776,Forereef,Mid,5.970149254,9.701492537,7.089552239,0,0,0.373134328,0,0,76.86567164,300,268
12952,HAW-03802,2019,7/13/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.749405,-155.072139,Forereef,Deep,7.118644068,3.728813559,3.728813559,0,0,0,0,0,85.42372881,300,295
12953,HAW-03829,2019,7/13/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.744386,-155.066344,Forereef,Mid,6.761565836,4.62633452,13.87900356,0,0.355871886,0.355871886,0,13.52313167,60.49822064,290,281
12954,HAW-03822,2019,7/13/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.755143,-155.088489,Forereef,Mid,1.694915254,0.677966102,4.745762712,0,0,0,0,3.389830508,89.49152542,300,295
12955,HAW-03850,2019,7/13/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.740152,-155.059989,Forereef,Shallow,0.714285714,0,0,0,0,0,0,2.857142857,96.42857143,300,280
12956,HAW-04239,2019,7/13/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.841398,-155.079881,Forereef,Deep,3.040540541,1.351351351,5.743243243,0,0,1.013513514,0,14.86486486,73.98648649,300,296
12957,HAW-04237,2019,7/13/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.747905,-155.08926,Forereef,Mid,2.675585284,0,4.347826087,0,0,0.668896321,0,28.09364548,64.21404682,300,299
12958,HAW-04221,2019,7/13/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.745762,-155.066556,Forereef,Mid,0.668896321,12.7090301,7.023411371,0,0.334448161,0,0,9.698996656,69.56521739,300,299
12959,HAW-04247,2019,7/13/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.731735,-155.068138,Forereef,Shallow,1.342281879,0,1.677852349,0,0,0,0,2.013422819,94.96644295,300,298
12960,HAW-03796,2019,7/13/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.870785,-155.100709,Forereef,Deep,0.67114094,1.006711409,0.67114094,0,0,0,0,7.046979866,90.60402685,300,298
12961,HAW-03817,2019,7/13/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.853316,-155.081361,Forereef,Mid,6.18556701,14.7766323,13.74570447,0,0,0,0,0,65.29209622,300,291
12962,HAW-03798,2019,7/13/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.803587,-155.084186,Forereef,Deep,6.397306397,2.02020202,5.050505051,0,0,0.673400673,0,1.346801347,84.51178451,300,297
12963,HAW-03835,2019,7/13/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.714348,-154.988682,Forereef,Mid,6.802721088,8.503401361,19.3877551,0,0,0,0,0.340136054,64.96598639,300,294
12964,HAW-03854,2019,7/13/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.647725,-154.98124,Forereef,Shallow,3.125,7.986111111,8.333333333,0,2.777777778,0.347222222,0.347222222,0.347222222,76.73611111,300,288
12965,HAW-04220,2019,7/14/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.532548,-154.819135,Forereef,Deep,2.666666667,0,3.333333333,0,0,0,0,0.333333333,93.66666667,300,300
12966,HAW-04227,2019,7/14/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.549169,-154.860281,Forereef,Mid,4.844290657,19.03114187,10.7266436,0,0.346020761,0.346020761,0,4.844290657,59.8615917,300,289
12967,HAW-04249,2019,7/14/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.573559,-154.907607,Forereef,Shallow,10.63829787,0.709219858,42.90780142,0,3.191489362,0.354609929,0,0,42.19858156,300,282
12968,HAW-03818,2019,7/14/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.54249,-154.843742,Forereef,Mid,5.405405405,7.432432432,25,0,0.337837838,0,0,0.337837838,61.48648649,300,296
12969,HAW-03799,2019,7/14/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.549881,-154.865927,Forereef,Deep,4.12371134,10.99656357,4.810996564,0,0.343642612,0.343642612,0,11.6838488,67.6975945,300,291
12970,HAW-03846,2019,7/14/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.559103,-154.885278,Forereef,Shallow,2.797202797,0.34965035,4.195804196,0,0.34965035,0,0,0.34965035,91.95804196,300,286
12971,HAW-04232,2019,7/14/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.51626,-154.804172,Forereef,Deep,5.351170569,3.010033445,7.692307692,0,2.341137124,0.334448161,0.334448161,6.02006689,74.91638796,300,299
12972,HAW-04224,2019,7/14/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.542266,-154.84331,Forereef,Mid,4.697986577,12.41610738,17.44966443,0,0.33557047,0,0,0.33557047,64.76510067,300,298
12973,HAW-04231,2019,7/14/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.553661,-154.8712,Forereef,Mid,7.094594595,8.783783784,15.87837838,0,0.337837838,0,0,1.013513514,66.89189189,300,296
12974,HAW-04208,2019,7/14/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.58264,-154.92026,Forereef,Shallow,2.491103203,1.423487544,8.540925267,0,0,0,0,0.711743772,86.83274021,300,281
12975,HAW-03814,2019,7/14/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.458164,-154.834713,Forereef,Deep,0.673400673,0,2.02020202,0,0,0,0,0,97.30639731,300,297
12976,HAW-03804,2019,7/14/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.506029,-154.808004,Forereef,Mid,10.06944444,0,19.09722222,0,0,0,0,0,70.83333333,300,288
12977,HAW-03843,2019,7/14/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.534812,-154.83159,Forereef,Shallow,1.736111111,0,9.375,0,0,0.694444444,0,2.083333333,86.11111111,300,288
12978,HAW-03820,2019,7/14/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.567278,-154.89433,Forereef,Deep,4.713804714,11.78451178,8.417508418,0,0.336700337,0,0,5.050505051,69.6969697,300,297
12979,HAW-03800,2019,7/14/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.533798,-154.821628,Forereef,Deep,4.406779661,7.118644068,8.813559322,0,0.338983051,0.677966102,0,0,78.6440678,300,295
12992,HAW-03346,2019,7/15/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_HAMAKUA,0,-1,0,CNET,MHI,Hawaii,NA,0,20.181251,-155.677939,Forereef,Deep,0,1.006711409,5.033557047,0,0,0.33557047,0,8.053691275,85.5704698,300,298
12993,HAW-03371,2019,7/15/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_HAMAKUA,0,-1,0,CNET,MHI,Hawaii,NA,0,20.217855,-155.730055,Forereef,Mid,1,7.333333333,2,0,0,2,0,7,80.66666667,300,300
12994,HAW-03387,2019,7/15/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_HAMAKUA,0,-1,0,CNET,MHI,Hawaii,NA,0,20.24141,-155.764613,Forereef,Shallow,2.846975089,4.270462633,6.40569395,0,0,1.423487544,0,0.355871886,84.6975089,300,281
12995,HAW-03363,2019,7/15/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_HAMAKUA,0,-1,0,CNET,MHI,Hawaii,NA,0,20.246613,-155.777357,Forereef,Mid,1.369863014,0.684931507,4.109589041,0,0,2.397260274,0,11.64383562,79.79452055,300,292
12996,HAW-04222,2019,7/15/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_HAMAKUA,0,-1,0,CNET,MHI,Hawaii,NA,0,20.192699,-155.700986,Forereef,Deep,0.677966102,0,0.677966102,0,0,0.338983051,0,6.779661017,91.52542373,300,295
12997,HAW-04219,2019,7/15/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_HAMAKUA,0,-1,0,CNET,MHI,Hawaii,NA,0,20.196579,-155.713916,Forereef,Mid,0,1.730103806,0.346020761,0,0,0,0,4.152249135,93.7716263,300,289
12998,HAW-04234,2019,7/15/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_HAMAKUA,0,-1,0,CNET,MHI,Hawaii,NA,0,20.201779,-155.724604,Forereef,Shallow,0,1.063829787,0.709219858,0,0,0,0,34.75177305,63.4751773,300,282
12999,HAW-04203,2019,7/15/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_HAMAKUA,0,-1,0,CNET,MHI,Hawaii,NA,0,20.246042,-155.783357,Forereef,Shallow,1.351351351,2.027027027,3.716216216,0,0,0.675675676,0,0,92.22972973,300,296
13000,HAW-03359,2019,7/15/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_HAMAKUA,0,-1,0,CNET,MHI,Hawaii,NA,0,20.165665,-155.648421,Forereef,Mid,0.709219858,6.028368794,13.12056738,0,0,0.354609929,0,2.127659574,77.65957447,290,282
13001,HAW-03357,2019,7/15/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_HAMAKUA,0,-1,0,CNET,MHI,Hawaii,NA,0,20.185372,-155.693117,Forereef,Mid,0,0,3.780068729,0,0,1.374570447,0,26.11683849,68.72852234,300,291
13002,HAW-03350,2019,7/15/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_HAMAKUA,0,-1,0,CNET,MHI,Hawaii,NA,0,20.22848,-155.738199,Forereef,Deep,0.343642612,9.278350515,0.343642612,0,0,0.343642612,0,1.374570447,88.3161512,300,291
13003,HAW-03366,2019,7/15/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_HAMAKUA,0,-1,0,CNET,MHI,Hawaii,NA,0,20.252542,-155.800695,Forereef,Shallow,17.58241758,0,10.62271062,0,0,0.732600733,0,0,71.06227106,300,273
13004,HAW-03375,2019,7/15/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_HAMAKUA,0,-1,0,CNET,MHI,Hawaii,NA,0,20.260587,-155.821472,Forereef,Mid,1.792114695,10.39426523,1.792114695,0,0,0,0,1.075268817,84.94623656,300,279
13008,HAW-03771,2019,7/16/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.828644,-155.99838,Forereef,Shallow,4.137931034,3.793103448,2.068965517,0,0.344827586,0,0,3.103448276,86.55172414,300,290
13009,HAW-03749,2019,7/16/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.806631,-156.015699,Forereef,Mid,12.32394366,22.18309859,9.85915493,0,0,0,0,6.690140845,48.94366197,300,284
13010,HAW-03750,2019,7/16/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.797235,-156.029654,Forereef,Mid,0.364963504,0.364963504,11.67883212,0,0,0,0,13.86861314,73.72262774,280,274
13011,HAW-03734,2019,7/16/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.788396,-156.048212,Forereef,Mid,15,18.21428571,5.357142857,0,0.357142857,0.357142857,0,1.428571429,59.28571429,300,280
13012,HAW-04254,2019,7/16/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.850164,-155.972788,Forereef,Deep,8.778625954,27.09923664,11.06870229,0,0,3.816793893,0,0.763358779,48.47328244,300,262
13013,HAW-04240,2019,7/16/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.828205,-156.001287,Forereef,Shallow,13.88888889,7.291666667,8.333333333,0,0,3.125,0,0,67.36111111,300,288
13014,HAW-04241,2019,7/16/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.798083,-156.021233,Forereef,Shallow,3.546099291,27.30496454,3.90070922,0,0,0,0,7.092198582,58.15602837,300,282
13015,HAW-04260,2019,7/16/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.78536,-156.042101,Forereef,Shallow,0.341296928,1.023890785,2.389078498,0,0,0,0,0.341296928,95.90443686,300,293
13016,HAW-03748,2019,7/16/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.853493,-155.959848,Forereef,Mid,4.504504505,50.9009009,7.207207207,0,0,0,0,0,37.38738739,250,222
