SITEVISITID,SITE,OBS_YEAR,DATE_,MISSIONID,OCC_SITEID,ANALYSIS_YEAR,ANALYSIS_SCHEME,SEC_NAME,EXCLUDE_FLAG,TRANSECT_PHOTOS,Oceanography,METHOD,REGION,ISLAND,PERM_SITE,CLIMATE_STATION_YN,LATITUDE,LONGITUDE,REEF_ZONE,DEPTH_BIN,ACAS,ACBR,ACPH,ACTA,AMSP,ASPP,ASSP,AVSP,CAUL,CHLS,COSP,CYPS,DICO,DICT,ECHL,ECHP,FASP,FAVS,GALI,GALS,GASP,GOAL,GONS,HALI,HYSP,ISSP,LEPT,LESP,LOBO,LOSY,MICR,MOEN,MONE,NEOM,PADI,PAVS,PESP,PLLE,POCS,POMA,PONM,PSSP,STYS,TURS,AMNE,ANTI,ASTS,BGMA,BI,BR,BRMA,BRY,CCAH,CCAR,CMOR,COL,DISP,EMA,ENC,EUSP,FINE,FOL,FREE,FUSP,GC,GRMA,HARD,HCOE,HYCO,LOBS,LPHY,MASS,MESP,MISP,MOBR,MOFO,MONS,OCTO,OUSP,PACS,PAEN,PAFO,PAMA,PHSP,PLER,PLSP,POBR,POEN,POFO,RDMA,RUB,SAND,SG,SP,SYSP,TUN,TURFH,TURFR,UI,UPMA,USC,ZO,HAL,NS,TAB,N,new.N
12934,HAW-04252,2019,7/12/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.891443,-155.90992,Forereef,Deep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694444444,0,0,0,0,1.388888889,0,0,4.166666667,0,0,0,0,0,0,0,0,0,0,0,0,3.819444444,0,0,0,0,1.736111111,0,0,0.347222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166666667,0.694444444,1.041666667,0,0,19.44444444,0,0,0,0,59.02777778,3.472222222,0,0,0,0,0,0,0,300,288
12935,HAW-04272,2019,7/12/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.904344,-155.90619,Forereef,Mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.079136691,0,0,0,0,3.956834532,0,0,15.4676259,0,0,0,0,0,0,0,0.71942446,0,0,0,0,2.877697842,0,0,0,0,8.633093525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.517985612,0,0.71942446,0,0,5.395683453,0,0,0,0,55.03597122,3.597122302,0,0,0,0,0,0,0,300,278
12936,HAW-04257,2019,7/12/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.920873,-155.89325,Forereef,Mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71942446,0,0,0,0,0.71942446,0,0,11.8705036,0,0,0,0,0,0,0,0,0,0,0,0,2.877697842,0,0,0,0,3.597122302,0,0,0,0,0,0,0,0,0.71942446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.913669065,0.71942446,0.71942446,0,0,8.273381295,0,0,0,0,56.11510791,5.755395683,0,0,0,0,0,0,0,300,278
12937,HAW-04285,2019,7/12/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.949277,-155.866257,Forereef,Shallow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904762,0,0,0,0,0,0,0,0,0,0,0,0,0.680272109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340136054,0,0,0,2.721088435,0,0,0,0,85.71428571,5.782312925,0,0,0,0,0,0,0,300,294
12938,HAW-04253,2019,7/12/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.912586,-155.901428,Forereef,Deep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.430555556,0,0,13.19444444,0,0,0,0,0,0,0,0.347222222,0,0,0,0,1.388888889,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.291666667,0.347222222,1.388888889,0,0,28.81944444,0,0,0,0,41.31944444,0.347222222,0,0,0,0,0,0,0,300,288
12939,HAW-04267,2019,7/12/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.986201,-155.835354,Forereef,Mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386100386,0,0,0,0,0,0,0,8.88030888,0,0,3.088803089,0,0,0,0,0,0,0,0,0,0,0,0,44.4015444,0.772200772,0,0,0,7.722007722,0.386100386,0,0,0,0,0,0,0,0.772200772,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386100386,0,0,0,0,0,5.405405405,0.772200772,1.158301158,0,0,0,0,0,0,0,25.0965251,0.772200772,0,0,0,0,0,0,0,300,259
12940,HAW-04278,2019,7/12/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,20.044184,-155.837756,Forereef,Mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338983051,0,0,3.050847458,0,0,0,0,0,0,0,0.677966102,0,0,0,0,0.338983051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338983051,0.338983051,0,0,0,66.44067797,0,0,0,0,28.47457627,0,0,0,0,0,0,0,0,300,295
12941,HAW-04283,2019,7/12/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,20.056914,-155.844993,Forereef,Shallow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.308823529,0,0,0,0,0,0,0,0,0,0,0,0,4.411764706,0,0,0,0,2.573529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.102941176,0,0,0,1.470588235,0,0,0,0,86.39705882,0.735294118,0,0,0,0,0,0,0,280,272
12942,HAW-03774,2019,7/12/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.893961,-155.907238,Forereef,Shallow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816326531,0,0,26.93877551,0,0,0,0,0,0,0,0,0,0,0,0,8.163265306,0,0,0,0,3.265306122,0.408163265,0,0,0,0,0,0,0,0.408163265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408163265,0,0,0,6.530612245,0.816326531,0.408163265,0,0,0.816326531,0,0,0,0,51.02040816,0,0,0,0,0,0,0,0,300,245
12943,HAW-03732,2019,7/12/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.924188,-155.893388,Forereef,Mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352112676,0,0,22.53521127,0,0,0,0,0,0,0,0,0,0,0,0,4.577464789,0,0,0,0,2.816901408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.873239437,4.929577465,0,0,0,0.704225352,0,0,0,0,57.3943662,2.816901408,0,0,0,0,0,0,0,300,284
12944,HAW-03757,2019,7/12/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.95025,-155.870116,Forereef,Mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.384083045,0,0,3.460207612,0,0,0,0,0,0,0,0,0,0,0,0,3.460207612,1.384083045,0,0,0,5.882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.730103806,0.692041522,0.346020761,0,0,4.152249135,0,0,0,0,54.67128028,22.83737024,0,0,0,0,0,0,0,300,289
12945,HAW-03399,2019,7/12/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.977417,-155.841771,Forereef,Deep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34965035,0,0,14.33566434,0,0,0,0,0,0,0,0.699300699,0,0,0,0,3.146853147,0,0,0,0,2.447552448,0.34965035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.63636364,0.34965035,0.34965035,0,0,2.447552448,0,0,0,0,59.79020979,2.097902098,0,0,0,0,0,0,0,300,286
12946,HAW-03753,2019,7/12/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_KONA,0,-1,0,CNET,MHI,Hawaii,NA,0,20.025732,-155.831776,Forereef,Mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.119402985,0,0,4.47761194,0,0,0,0,0,0,0,0.373134328,0,0,0,0,5.970149254,0,0,0,0,5.970149254,0.373134328,0,0,0,0,0,0,0,0,0,0,0,0,0.373134328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.985074627,0.373134328,1.119402985,0,0,0,0,0,0,0,74.25373134,2.611940299,0,0,0,0,0,0,0,300,268
12952,HAW-03802,2019,7/13/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.749405,-155.072139,Forereef,Deep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.016949153,0,0,0,0,1.355932203,0,0,0,0,3.389830508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.118644068,0,0,0,0,0.338983051,0.338983051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.016949153,0,0,0,0,0,0,0,0,85.42372881,0,0,0,0,0,0,0,0,300,295
12953,HAW-03829,2019,7/13/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.744386,-155.066344,Forereef,Mid,0,0,0,0,0,0,0,0,0,0,0,0,0.355871886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.829181495,0,0.355871886,3.558718861,0,0,0,0,0,0,0,0,0,0,0,0,6.761565836,0,0,0,0,6.049822064,0,0,0,0,0,0,0,0,0.355871886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711743772,0,0,0,13.52313167,0,0,0,0,59.0747331,1.067615658,0,0,0,0.355871886,0,0,0,290,281
12954,HAW-03822,2019,7/13/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.755143,-155.088489,Forereef,Mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.355932203,0,0,0.338983051,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,3.389830508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338983051,0,0,0,3.389830508,0,0,0,0,89.49152542,0,0,0,0,0,0,0,0,300,295
12955,HAW-03850,2019,7/13/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.740152,-155.059989,Forereef,Shallow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857142857,0,0,0,0,89.28571429,7.142857143,0,0,0,0,0,0,0,300,280
12956,HAW-04239,2019,7/13/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.841398,-155.079881,Forereef,Deep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.716216216,0,0.675675676,0,0,0,0,0,0,0,0,1.013513514,0,0,0,0,2.702702703,0.337837838,0,0,0,2.027027027,0,0,0,0,0,0,0,0,0.337837838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675675676,0,0,0,14.86486486,0,0,0,0,71.28378378,2.364864865,0,0,0,0,0,0,0,300,296
12957,HAW-04237,2019,7/13/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.747905,-155.08926,Forereef,Mid,0,0,0,0,0,0,0,0,0.334448161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334448161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.675585284,0,0,0,0,4.013377926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334448161,0,28.09364548,0,0,0,0,64.21404682,0,0,0,0,0,0,0,0,300,299
12958,HAW-04221,2019,7/13/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.745762,-155.066556,Forereef,Mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334448161,0,0,0,0,1.337792642,0,1.672240803,3.678929766,0,0,0,0,0,0,0,0,0,0,0,0,0.668896321,0,0,0,0,5.685618729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.023411371,0,0,0,9.698996656,0,0.334448161,0,0,69.56521739,0,0,0,0,0,0,0,0,300,299
12959,HAW-04247,2019,7/13/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.731735,-155.068138,Forereef,Shallow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.342281879,0,0,0,0,1.677852349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.013422819,0,0,0,0,93.95973154,1.006711409,0,0,0,0,0,0,0,300,298
12960,HAW-03796,2019,7/13/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.870785,-155.100709,Forereef,Deep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67114094,0,0,0.33557047,0,0,0,0,0,0,0,0,0,0,0,0,0.67114094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67114094,0,0,0,7.046979866,0,0,0,0,90.60402685,0,0,0,0,0,0,0,0,300,298
12961,HAW-03817,2019,7/13/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.853316,-155.081361,Forereef,Mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.030927835,0,0,0,0,9.278350515,0,4.12371134,6.872852234,0,0,0,0,0,0,0,0,0,0,0,0,6.18556701,0,0,0,0,4.467353952,0,0,0,0,0,0,0,0,0.343642612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.749140893,0,0,0,0,0,0,0,0,63.91752577,1.030927835,0,0,0,0,0,0,0,300,291
12962,HAW-03798,2019,7/13/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.803587,-155.084186,Forereef,Deep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.693602694,0,0,0,0,0,0,0,0,0,0,0.673400673,0,0,0,0,6.397306397,0,0,0,0,2.356902357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02020202,0,0,0,1.346801347,0,0,0,0,84.17508418,0.336700337,0,0,0,0,0,0,0,300,297
12963,HAW-03835,2019,7/13/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.714348,-154.988682,Forereef,Mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340136054,0,0,0,0,0,0,0,0,0,9.523809524,0,2.721088435,2.040816327,0,0,0,0,0,0,0,0,0,0,0,0,6.802721088,0,0,0,0,9.863945578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.401360544,0,0,0.680272109,0.340136054,0,0,0,0,63.94557823,0.340136054,0,0,0,0,0,0,0,300,294
12964,HAW-03854,2019,7/13/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.647725,-154.98124,Forereef,Shallow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388888889,0,0,0,0,1.736111111,0,1.041666667,0,0,0,0,0,0,0,0,0.347222222,0,0,0,0,3.125,0,0,0,0,6.597222222,0.347222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347222222,0,0,3.819444444,0,0,0,0,0,0,1.388888889,0,0,0,0.347222222,0,0,0,0,73.26388889,3.472222222,0,0,0,2.777777778,0,0,0,300,288
12965,HAW-04220,2019,7/14/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.532548,-154.819135,Forereef,Deep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.666666667,0,0,0,2.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,61.66666667,32,0,0,0,0,0,0,0,300,300
12966,HAW-04227,2019,7/14/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.549169,-154.860281,Forereef,Mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53633218,0,0,0,0,2.422145329,0,4.152249135,3.460207612,0,0,0,0,0,0,0,0.346020761,0,0,0,0,4.844290657,0,0,0,0,8.30449827,0.692041522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.190311419,0,0,0.346020761,4.844290657,0,0,0,0,59.51557093,0,0,0,0,0.346020761,0,0,0,300,289
12967,HAW-04249,2019,7/14/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.573559,-154.907607,Forereef,Shallow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.53191489,0,0.709219858,0,0,0,0,0,0,0,0,0.354609929,0,0,0,0,10.63829787,0,0,0,0,17.37588652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.191489362,42.19858156,0,0,0,0,0,0,0,0,300,282
12968,HAW-03818,2019,7/14/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.54249,-154.843742,Forereef,Mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.351351351,0,0,0,0,13.17567568,0,4.054054054,0.337837838,0,0,0,0,0,0,0,0,0,0,0,0,5.405405405,0,0,0,0,11.82432432,0.337837838,0,0,0,0,0,0,0,0.337837838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.351351351,0,0,0,0.337837838,0,0,0,0,61.14864865,0,0,0,0,0.337837838,0,0,0,300,296
12969,HAW-03799,2019,7/14/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.549881,-154.865927,Forereef,Deep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.749140893,0,0,0,0,2.405498282,0,6.529209622,0.343642612,0,0,0,0,0,0,0,0.343642612,0,0,0,0,4.12371134,0,0,0,0,2.405498282,0.343642612,0,0,0,0,0,0,0,0.343642612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.030927835,0,0,0,11.6838488,0,0,0,0,67.35395189,0,0,0,0,0.343642612,0,0,0,300,291
12970,HAW-03846,2019,7/14/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.559103,-154.885278,Forereef,Shallow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34965035,0,0,0,0,2.097902098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.797202797,0,0,0,0,2.097902098,0,0,0,0,0,0,0,0,0.34965035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34965035,0,0,0,0.34965035,91.60839161,0,0,0,0,0,0,0,0,300,286
12971,HAW-04232,2019,7/14/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.51626,-154.804172,Forereef,Deep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.337792642,0,0,0,0,5.351170569,0,0,0.668896321,0,0,0,0,0,0,0,0.334448161,0,0,0,0,5.351170569,0,0,0,0,2.341137124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334448161,0,0,0,0,0,0,0,0,0,1.003344482,0,0,0,6.02006689,0,0,0,0,72.57525084,2.341137124,0,0,0,2.341137124,0,0,0,300,299
12972,HAW-04224,2019,7/14/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.542266,-154.84331,Forereef,Mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.026845638,0,0,0,0,5.369127517,0,3.355704698,0.67114094,0,0,0,0,0,0,0,0,0,0,0,0,4.697986577,0,0,0,0,12.08053691,1.342281879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.020134228,0,0,0,0.33557047,0,0,0,0,64.76510067,0,0,0,0,0.33557047,0,0,0,300,298
12973,HAW-04231,2019,7/14/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.553661,-154.8712,Forereef,Mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337837838,0,0,0,0,0,0,0,1.351351351,0,8.108108108,0.337837838,0,0,0,0,0,0,0,0,0,0,0,0,7.094594595,0,0,0,0,14.18918919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337837838,0,0,0,1.013513514,0,0,0,0,66.89189189,0,0,0,0,0.337837838,0,0,0,300,296
12974,HAW-04208,2019,7/14/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.58264,-154.92026,Forereef,Shallow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.067615658,0,0,0,0,0,0,0,0,0,2.135231317,0,0.355871886,0,0,0,0,0,0,0,0,0,0,0,0,0,2.491103203,0,0,0,0,6.40569395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711743772,0,0,0,0,85.05338078,1.779359431,0,0,0,0,0,0,0,300,281
12975,HAW-03814,2019,7/14/2019,SE1902_MHI_LEG2,NA,2019,RAMP_BASIC,HAW_PUNA,0,-1,0,CNET,MHI,Hawaii,NA,0,19.458164,-154.834713,Forereef,Deep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673400673,0,0,0,0,2.02020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.47811448,0,0,0,0,0,18.85521886,63.97306397,0,0,0,0,0,0,0,300,297
