OBJECTID,ROUNDID,MISSIONID,REGION_NAME,ISLAND,SITE,LATITUDE,LONGITUDE,REEF_ZONE,DEPTH_BIN,SITEVISITID,DATE_,OBS_YEAR,DIVER,REPLICATEID,REP,METHOD,PHOTOGRAPHER,TRAINING_YN,DEPTH,SURVEY_RADIUS_M,HARD_CORAL,SOFT_CORAL,MA,CCA,TA,SAND,TUNICATE,ZOANTHID,CORALLIMORPH,CLAM,CYANO,SPONGE,OTHER,OTHER_TYPE,HABITAT_CODE,HABITAT_TYPE,CURRENT_STRENGTH,VISIBILITY,MIN_DEPTH,MAX_DEPTH,SUBSTRATE_HEIGHT_0,SUBSTRATE_HEIGHT_20,SUBSTRATE_HEIGHT_50,SUBSTRATE_HEIGHT_100,SUBSTRATE_HEIGHT_150,MAX_HEIGHT,URCHIN_DACOR,BORING_URCHIN_DACOR,SPECIES,TAXONNAME,COMMONNAME,COMMONFAMILYALL,FAMILY,SCIENTIFIC_NAME,RANK,TROPHIC,TROPHIC_MONREP,LW_A,LW_B,LMAX,LENGTH_CONVERSION_FACTOR,COUNT,SIZE_,OBS_TYPE,OBS_DESC
2286849,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,CHPU,Chaetodon punctatofasciatus,Spotband butterflyfish,Butterflyfish,Chaetodontidae,Chaetodon punctatofasciatus,Species,MI,SECONDARY,0.0296,2.9895,12,1,2,8,I,Instantaneous
2286850,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,CEAR,Cephalopholis argus,Peacock hind,Grouper,Serranidae,Cephalopholis argus,Species,Pisc,PISCIVORE,0.00929,3.18074,60,1,1,28,I,Instantaneous
2286851,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,CEAR,Cephalopholis argus,Peacock hind,Grouper,Serranidae,Cephalopholis argus,Species,Pisc,PISCIVORE,0.00929,3.18074,60,1,2,25,I,Instantaneous
2286852,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,CEAR,Cephalopholis argus,Peacock hind,Grouper,Serranidae,Cephalopholis argus,Species,Pisc,PISCIVORE,0.00929,3.18074,60,1,1,32,I,Instantaneous
2286853,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,LUFU,Lutjanus fulvus,Blacktail snapper,Snapper,Lutjanidae,Lutjanus fulvus,Species,MI,SECONDARY,0.02106,2.97433,43,0.96,1,20,I,Instantaneous
2286854,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,PSOC,Pseudocheilinus octotaenia,Eight-lined wrasse,Wrasse,Labridae,Pseudocheilinus octotaenia,Species,MI,SECONDARY,0.0138,3.1563,14,1,4,6,I,Instantaneous
2286855,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,OXUN,Oxycheilinus unifasciatus,Ringtail maori wrasse,Wrasse,Labridae,Oxycheilinus unifasciatus,Species,Pisc,PISCIVORE,0.01689,3,46,1,1,3,I,Instantaneous
2286856,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,LARU,Labroides rubrolabiatus,Redlip cleaner wrasse,Wrasse,Labridae,Labroides rubrolabiatus,Species,MI,SECONDARY,0.0058,3.171,9,1,2,5,I,Instantaneous
2286857,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,THLU,Thalassoma lutescens,Yellow-brown wrasse,Wrasse,Labridae,Thalassoma lutescens,Species,MI,SECONDARY,0.013,3.04186,25,0.89,1,12,I,Instantaneous
2286858,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,THLU,Thalassoma lutescens,Yellow-brown wrasse,Wrasse,Labridae,Thalassoma lutescens,Species,MI,SECONDARY,0.013,3.04186,25,0.89,1,9,I,Instantaneous
2286859,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,HABI,Halichoeres biocellatus,Red-lined wrasse,Wrasse,Labridae,Halichoeres biocellatus,Species,MI,SECONDARY,0.0148,3,12,1,1,9,I,Instantaneous
2286860,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,HABI,Halichoeres biocellatus,Red-lined wrasse,Wrasse,Labridae,Halichoeres biocellatus,Species,MI,SECONDARY,0.0148,3,12,1,1,8,I,Instantaneous
2286861,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,CHTL,Cheilinus trilobatus,Tripletail wrasse,Wrasse,Labridae,Cheilinus trilobatus,Species,MI,SECONDARY,0.01623,3.05947,45,1,2,18,N,Non-Instantaneous
2286862,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,CEFL,Centropyge flavissima,Lemonpeel angelfish,Angelfish,Pomacanthidae,Centropyge flavissima,Species,H,PRIMARY,0.0314,2.7995,14,1,4,5,I,Instantaneous
2286863,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,CELO,Centropyge loricula,Flame angel,Angelfish,Pomacanthidae,Centropyge loricula,Species,H,PRIMARY,0.0314,2.7995,10,1,5,4,I,Instantaneous
2286864,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,CELO,Centropyge loricula,Flame angel,Angelfish,Pomacanthidae,Centropyge loricula,Species,H,PRIMARY,0.0314,2.7995,10,1,2,3,I,Instantaneous
2286865,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,PSPA,Pseudanthias pascalus,Amethyst anthias,Anthias,Serranidae,Pseudanthias pascalus,Species,Pk,PLANKTIVORE,0.00959,3,17,1,20,8,I,Instantaneous
2286866,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,PSPA,Pseudanthias pascalus,Amethyst anthias,Anthias,Serranidae,Pseudanthias pascalus,Species,Pk,PLANKTIVORE,0.00959,3,17,1,5,9,I,Instantaneous
2286867,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,PSPA,Pseudanthias pascalus,Amethyst anthias,Anthias,Serranidae,Pseudanthias pascalus,Species,Pk,PLANKTIVORE,0.00959,3,17,1,20,7,I,Instantaneous
2286868,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,CHAG,Chromis agilis,Agile chromis,Damselfish,Pomacentridae,Chromis agilis,Species,Pk,PLANKTIVORE,0.0035,3,11,1,15,4,I,Instantaneous
2286869,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,CHAG,Chromis agilis,Agile chromis,Damselfish,Pomacentridae,Chromis agilis,Species,Pk,PLANKTIVORE,0.0035,3,11,1,10,5,I,Instantaneous
2286870,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,CHAC,Chromis acares,Midget chromis,Damselfish,Pomacentridae,Chromis acares,Species,Pk,PLANKTIVORE,0.0258,3,6,1,20,3,I,Instantaneous
2286871,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,CHAC,Chromis acares,Midget chromis,Damselfish,Pomacentridae,Chromis acares,Species,Pk,PLANKTIVORE,0.0258,3,6,1,20,4,I,Instantaneous
2286872,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,PLJO,Plectroglyphidodon johnstonianus,Johnston Island damsel,Damselfish,Pomacentridae,Plectroglyphidodon johnstonianus,Species,Cor,SECONDARY,0.0612,2.635,12,1,2,4,I,Instantaneous
2286873,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,PLJO,Plectroglyphidodon johnstonianus,Johnston Island damsel,Damselfish,Pomacentridae,Plectroglyphidodon johnstonianus,Species,Cor,SECONDARY,0.0612,2.635,12,1,2,5,I,Instantaneous
2286874,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,SATI,Sargocentron tiere,Blue lined squirrelfish,Soldierfish,Holocentridae,Sargocentron tiere,Species,MI,SECONDARY,0.0234,3,33,1,1,19,I,Instantaneous
2286875,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,PAAR,Paracirrhites arcatus,Arc-eye hawkfish,Hawkfish,Cirrhitidae,Paracirrhites arcatus,Species,MI,SECONDARY,0.0165,3.1253,14,1,6,6,I,Instantaneous
2286876,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,PAAR,Paracirrhites arcatus,Arc-eye hawkfish,Hawkfish,Cirrhitidae,Paracirrhites arcatus,Species,MI,SECONDARY,0.0165,3.1253,14,1,2,7,I,Instantaneous
2286877,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,PAFO,Paracirrhites forsteri,Blackside hawkfish,Hawkfish,Cirrhitidae,Paracirrhites forsteri,Species,Pisc,PISCIVORE,0.0165,3.1253,23,1,2,10,I,Instantaneous
2286878,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,PAFO,Paracirrhites forsteri,Blackside hawkfish,Hawkfish,Cirrhitidae,Paracirrhites forsteri,Species,Pisc,PISCIVORE,0.0165,3.1253,23,1,1,11,I,Instantaneous
2286879,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,PAFO,Paracirrhites forsteri,Blackside hawkfish,Hawkfish,Cirrhitidae,Paracirrhites forsteri,Species,Pisc,PISCIVORE,0.0165,3.1253,23,1,1,9,I,Instantaneous
2286880,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,DIHY,Diodon hystrix,Spot-fin porcupinefish,Porcupinefish,Diodontidae,Diodon hystrix,Species,MI,SECONDARY,0.19343,2.47179,91,1,1,25,I,Instantaneous
2286881,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,HETH,Hemitaurichthys thompsoni,Thompson's butterflyfish,Butterflyfish,Chaetodontidae,Hemitaurichthys thompsoni,Species,Pk,PLANKTIVORE,0.0342,3,21,1,1,13,F,After 5 minutes
2286882,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,NAVL,Naso vlamingii,Bignose unicornfish,Surgeonfish,Acanthuridae,Naso vlamingii,Species,Pk,PLANKTIVORE,0.0085,3.25,60,1,2,22,F,After 5 minutes
2286883,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,ACNC,Acanthurus nigricans,Whitecheek surgeonfish,Surgeonfish,Acanthuridae,Acanthurus nigricans,Species,H,PRIMARY,0.067,2.669,23,1,1,11,F,After 5 minutes
2286884,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,MEVI,Melichthys vidua,Pinktail triggerfish,Triggerfish,Balistidae,Melichthys vidua,Species,H,PRIMARY,0.0058,3.554,34,1,1,15,F,After 5 minutes
2286885,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,CHUB,Kyphosus sp,,Chub,Kyphosidae,,Genus,H,PRIMARY,0.01285,3.15059,75,0.95,1,20,F,After 5 minutes
2286886,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,LEOB,Lethrinus obsoletus,Orange-striped emperor,Emperor,Lethrinidae,Lethrinus obsoletus,Species,MI,SECONDARY,0.01733,3.02583,50,0.97,1,24,F,After 5 minutes
2286887,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,ACTH,Acanthurus thompsoni,Thompson's surgeonfish,Surgeonfish,Acanthuridae,Acanthurus thompsoni,Species,Pk,PLANKTIVORE,0.0153,3,28,1,1,7,F,After 5 minutes
2286888,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,GOVA,Gomphosus varius,Bird wrasse,Wrasse,Labridae,Gomphosus varius,Species,MI,SECONDARY,0.02437,2.70269,32,1,1,12,F,After 5 minutes
2286889,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,XAME,Xanthichthys mento,Redtail triggerfish,Triggerfish,Balistidae,Xanthichthys mento,Species,Pk,PLANKTIVORE,0.0277,2.9321,30,1,3,17,F,After 5 minutes
2286890,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,ELBI,Elagatis bipinnulata,Rainbow runner,Jack,Carangidae,Elagatis bipinnulata,Species,Pisc,PISCIVORE,0.0135,2.92,180,0.77,10,40,T,After 10 minutes
2286891,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,ELBI,Elagatis bipinnulata,Rainbow runner,Jack,Carangidae,Elagatis bipinnulata,Species,Pisc,PISCIVORE,0.0135,2.92,180,0.77,10,45,T,After 10 minutes
2286892,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,ELBI,Elagatis bipinnulata,Rainbow runner,Jack,Carangidae,Elagatis bipinnulata,Species,Pisc,PISCIVORE,0.0135,2.92,180,0.77,10,50,T,After 10 minutes
2286893,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,HEFA,Hemigymnus fasciatus,Barred thicklip,Wrasse,Labridae,Hemigymnus fasciatus,Species,MI,SECONDARY,0.0171,3,50,1,1,20,T,After 10 minutes
2286894,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,ELBI,Elagatis bipinnulata,Rainbow runner,Jack,Carangidae,Elagatis bipinnulata,Species,Pisc,PISCIVORE,0.0135,2.92,180,0.77,100,40,P,Presence
2286895,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,ELBI,Elagatis bipinnulata,Rainbow runner,Jack,Carangidae,Elagatis bipinnulata,Species,Pisc,PISCIVORE,0.0135,2.92,180,0.77,100,45,P,Presence
2286896,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,ELBI,Elagatis bipinnulata,Rainbow runner,Jack,Carangidae,Elagatis bipinnulata,Species,Pisc,PISCIVORE,0.0135,2.92,180,0.77,100,50,P,Presence
2286897,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,CHSO,Chlorurus sordidus,Daisy parrotfish,Parrotfish,Scaridae,Chlorurus sordidus,Species,H,PRIMARY,0.02431,2.96931,40,1,1,22,I,Instantaneous
2286898,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,CHSO,Chlorurus sordidus,Daisy parrotfish,Parrotfish,Scaridae,Chlorurus sordidus,Species,H,PRIMARY,0.02431,2.96931,40,1,3,20,I,Instantaneous
2286899,112,HA1701,Pacific Remote Island Areas,Wake,WAK-505,19.274244,166.642453,Forereef,Deep,10535,21-APR-17,2017,TCW,1845964220,A,nSPC,-1,0,21,7.5,20,,13,10,,2,,,,,,,55,,AGR,Aggregate Reef,Slight,30,18,26,30,40,20,5,5,2.2,R,R,ACAC,Acanthurus achilles,Achilles tang,Surgeonfish,Acanthuridae,Acanthurus achilles,Species,H,PRIMARY,0.025,3,25,1,1,16,I,Instantaneous
2288190,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,CAME,Caranx melampygus,Bluefin trevally,Jack,Carangidae,Caranx melampygus,Species,Pisc,PISCIVORE,0.02866,2.974,117,0.89,4,21,N,Non-Instantaneous
2288191,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,SCLY,Scomberoides lysan,Doublespotted queenfish,Jack,Carangidae,Scomberoides lysan,Species,Pisc,PISCIVORE,0.01085,2.92302,70,0.88,1,19,I,Instantaneous
2288192,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,SCLY,Scomberoides lysan,Doublespotted queenfish,Jack,Carangidae,Scomberoides lysan,Species,Pisc,PISCIVORE,0.01085,2.92302,70,0.88,4,23,I,Instantaneous
2288193,112,HA1701,Pacific Remote Island Areas,Wake,WAK-441,19.31502,166.641253,Forereef,Shallow,10573,23-APR-17,2017,LMG,1845964248,A,nSPC,0,0,4.2,7.5,1,,10,15,,0,,,,,,,74,,PAV,Pavement,None,23,3.8,4.5,50,45,5,0,0,0.8,R,A,SCLY,Scomberoides lysan,Doublespotted queenfish,Jack,Carangidae,Scomberoides lysan,Species,Pisc,PISCIVORE,0.01085,2.92302,70,0.88,4,21,I,Instantaneous
